x,y
6735,44.4
295,62.9394
1457,41.8772
12,68.3243
2540,54.0476
451,52.3
158,48.1429
1610,48.1471
100,44.0
2165,53.8
685,38.5313
2441,30.9459
447,35.6383
3964,31.7692
823,28.2115
1607,49.5
1248,57.14
3583,35.1111
68,58.2553
5117,49.7568
149,57.3878
1737,56.3208
3637,65.0
247,57.6765
1368,37.4524
3109,47.2857
159,91.1875
1808,60.0968
2438,49.6129
2,28.3103
9500,48.7
1799,66.4231
3710,38.0864
1742,62.9333
5127,39.8478
1609,46.7826
7472,37.7619
484,49.4853
1038,57.3043
278,45.1282
45,66.5556
5367,43.2857
146,45.375
5244,45.6364
219,51.1791
97,37.44
34,56.4444
3765,48.1034
1109,64.3793
7614,40.1957
1968,42.8214
127,32.5152
2695,83.4231
258,53.7826
5657,36.84
2225,24.3818
85,30.6327
1789,89.7619
224,62.875
161,53.6667
1234,44.5128
857,48.7447
914,43.9535
5124,30.1944
2924,39.4444
3968,43.1563
4120,75.3182
179,52.9565
975,75.7826
2591,48.5789
518,45.4595
1253,21.9091
100,59.125
2762,53.6429
1422,31.2703
577,54.25
87,88.0952
2048,42.625
531,75.5
2559,45.2414
70,85.9231
27,88.0833
155,29.5625
1338,28.6098
2106,50.8276
223,79.5556
196,73.1429
290,38.2727
663,38.5
2515,31.3704
1568,29.8571
2339,22.1429
1050,75.4583
6733,46.4815
2517,43.5714
9,60.0278
1143,54.5
1792,33.4
992,42.8
680,66.6
958,32.2558
578,51.0
444,40.0
586,51.6279
7092,23.6364
1982,33.8333
225,75.1111
2046,32.3684
3795,65.4063
180,47.7368
3475,31.4545
224,71.6667
2722,32.3478
123,62.0263
585,64.9643
402,56.1569
254,56.913
381,71.52
589,39.25
2403,53.4231
1477,51.32
2028,32.3571
243,32.8148
5387,48.4063
992,24.6809
6454,25.1515
26,73.3
3472,26.381
1992,42.5
5386,43.2143
92,71.625
4334,55.7692
901,55.6154
4923,63.3871
820,51.8689
1365,41.6136
108,46.0476
414,33.9063
267,79.5862
2341,42.0968
103,64.2162
2412,53.3784
2,78.72
1652,38.1667
6282,35.6452
358,29.0423
1319,39.15
6066,67.7143
6615,32.6977
2340,38.5238
75,81.4762
1835,65.4348
27,76.3548
75,60.9636
3562,61.9355
2129,36.931
55,40.4545
1983,61.9
2216,63.32
3596,45.0741
59,28.2
531,34.8529
3965,44.8636
2756,77.0
2000,50.1154
204,52.3548
175,54.0385
1071,59.3514
1746,71.6719
1444,29.8519
3957,83.9574
76,35.6452
3760,28.7143
1561,28.8182
108,87.3333
171,48.5926
2701,38.625
554,33.0323
82,40.5577
246,50.913
32,42.9
229,68.2647
5382,34.6226
953,68.4762
2213,60.9063
2592,31.1739
275,47.3636
1509,32.1522
432,30.6667
4124,58.6129
697,67.3548
98,58.2121
2754,53.1176
3939,32.6
1145,35.5577
1142,53.3333
1976,41.9375
166,33.1944
3660,80.875
814,55.7111
255,48.1818
36,53.2333
47,54.2115
552,23.7419
56,75.1212
8592,35.1875
1373,58.6087
2513,32.3864
104,57.36
1245,22.7872
4071,34.1765
3114,33.7619
2207,42.2174
269,44.9394
1157,86.5814
3686,49.9767
328,29.1905
4616,46.1111
1136,68.7949
2382,59.8667
612,46.0536
2171,62.9259
1982,49.4878
231,41.55
81,39.6857
1855,32.7143
3653,67.8571
1755,27.9355
2339,24.1702
621,63.1
536,37.24
4781,35.4091
253,51.2963
628,58.8333
1755,44.875
356,40.2683
2932,24.0
163,85.84
1476,45.3143
2432,32.7576
85,28.1395
1883,32.8333
64,51.4865
792,46.5185
2360,57.2195
4621,45.9388
3589,32.9615
1054,60.0625
1987,86.25
2205,60.45
537,66.6765
2701,38.7692
941,32.7885
2038,43.3478
1797,55.1096
74,48.35
2359,32.7838
1308,26.6333
987,37.4444
209,31.88
3683,53.1379
2008,23.8491
2602,92.0
3179,32.9063
3469,52.6
2874,53.7727
812,41.3125
121,76.2105
3930,27.1277
1110,30.4286
2760,39.025
2282,69.6522
430,56.6538
7464,50.5484
2609,33.7419
232,62.6
2723,79.4194
1989,55.5556
304,22.875
1960,32.8704
7588,43.0857
25,63.7333
974,41.3158
1497,35.4828
3807,36.9429
371,42.3793
2046,53.1522
234,46.6563
6280,36.4324
86,81.3158
1517,65.1935
3684,28.5185
186,34.2105
1727,28.6333
3627,44.4194
921,24.42
2131,60.3478
3585,26.6316
2137,37.32
1353,58.6071
1339,64.8333
3004,48.0
1587,66.9583
3868,58.5588
678,81.2381
796,24.2727
121,64.7097
69,61.6667
5267,78.9375
2760,31.2703
4780,25.2727
1341,68.5357
1619,42.4118
4812,75.2759
1431,38.9792
16,49.56
18,70.1538
3511,57.5806
378,23.0896
2466,25.7727
4075,42.7
464,80.75
4619,36.3333
1358,43.6346
2463,46.9615
395,68.5484
1965,77.68
29,51.3429
680,33.3714
1513,47.5714
7119,54.8
85,69.3056
6732,63.1739
376,46.129
82,30.0
32,51.9394
3040,50.3077
128,59.7586
3130,29.1875
5644,32.625
2587,74.125
3522,35.5758
644,53.3514
39,52.4444
2167,64.3438
572,40.9556
3395,91.4
3579,34.5862
129,82.1111
261,52.4286
172,39.6585
78,65.3929
1576,45.6765
3645,31.2857
2873,47.0741
537,50.2632
13,43.0385
3797,52.7895
255,61.8611
4820,59.9487
2206,53.9688
2590,53.3226
2596,38.96
2759,34.6667
99,45.7838
7118,66.9643
977,34.0444
3385,74.7917
2399,75.4359
266,76.1351
421,40.4103
192,29.75
109,95.0
191,63.0
801,61.75
2465,59.4545
80,63.2059
1896,64.0952
2628,51.4359
63,47.7308
2133,58.5745
2387,46.5
2590,41.6087
193,66.3333
2724,41.375
2150,39.3125
318,34.0
8589,32.75
710,69.2381
4842,53.1471
157,87.7857
3524,39.0816
48,72.2083
2404,45.4468
158,38.186
1187,46.619
81,26.1818
145,49.5938
1279,45.6
3577,36.2558
1278,22.1818
3955,50.0833
3802,55.4615
3637,37.6
3619,38.8571
452,61.931
1365,58.3929
1995,40.76
2719,48.18
1530,42.1633
104,34.5849
478,46.7407
926,31.08
11,73.5957
27,64.0976
2047,40.6667
491,33.619
375,76.4286
3236,76.8
3465,38.5278
22,42.8043
372,37.1071
1858,37.9032
128,22.3103
4737,54.9074
1131,34.92
12,43.7568
109,62.2581
2171,31.9487
2155,83.4706
150,58.1667
2818,82.5185
968,25.1429
162,85.8696
3871,45.8286
2823,32.6667
994,42.7667
1734,42.0313
1256,54.619
188,28.9091
3974,40.2258
2095,44.9362
1991,37.675
1677,31.2727
3595,30.7407
3090,55.5667
4778,40.3429
1396,30.0417
2713,38.3333
1598,32.6667
415,26.037
1778,33.9111
32,83.88
7592,30.8235
217,94.6452
3626,47.5472
1832,63.0714
2878,55.6757
1783,56.2973
393,79.4681
3742,40.9545
571,78.875
493,54.5738
226,53.4815
4920,30.0571
96,91.36
606,40.2353
2174,29.0455
1829,33.6
2160,54.2727
1496,30.9273
2688,31.6667
36,76.2222
383,52.4444
9,79.32
178,44.8
5058,71.3404
4315,60.1935
2118,42.0741
8594,39.0
2168,38.4483
2285,41.3913
2976,35.9565
2035,53.4211
525,57.6122
307,64.3333
274,68.2712
908,68.3148
6942,47.2692
2208,76.5
3533,26.5636
3877,36.4286
196,72.4348
4,80.7561
1254,64.7273
209,35.1481
1000,44.4828
3468,27.8864
4226,32.275
586,61.3478
676,47.5455
4789,32.0
1996,67.6207
1758,60.8182
4077,35.6042
3605,41.8113
1588,28.7273
1644,38.6182
18,57.5946
423,42.9701
5838,32.6923
4814,70.5217
8588,24.5294
1040,50.1061
7465,56.1556
22,60.3333
2604,26.3864
739,64.037
298,37.6452
3651,87.6154
1578,35.5484
2338,70.9778
6491,59.0455
6704,29.1739
1299,22.4878
120,54.64
300,41.9048
2437,73.3171
3466,29.6047
2334,43.2381
1761,25.0727
2429,28.7222
2762,28.3111
107,42.5714
138,48.1481
1990,39.275
1833,33.6923
120,87.3846
2667,22.6
1397,43.8261
1366,38.6667
1238,92.1429
232,45.3929
6690,26.0645
354,37.7568
268,55.8846
4749,42.5946
3576,30.9556
259,42.7059
38,79.4118
836,46.8261
593,93.7742
920,48.0769
6863,63.4615
2106,57.5385
1747,41.5294
580,71.2963
3975,38.4286
138,55.6286
3518,48.4516
1770,69.5152
1641,41.6333
2204,61.36
2106,70.3103
1297,34.9459
2394,24.0645
3435,28.9677
1039,42.561
1571,48.2766
2749,28.439
611,65.9048
5451,62.7353
454,34.1852
2091,63.186
145,42.1892
7589,44.9024
1641,34.9655
8,82.9524
3467,31.9643
72,47.1538
2217,29.881
213,75.0
1258,27.8696
216,76.5217
6737,44.1852
88,46.5263
5124,41.26
886,49.561
8612,36.0
978,32.5172
502,78.8148
40,23.4348
2518,25.9333
1161,52.6739
3463,39.4583
3233,73.5882
2930,42.5294
7587,66.32
285,66.7143
2107,43.4
1367,27.122
540,46.36
1137,36.0462
949,64.5366
181,39.5962
307,44.0192
3122,31.8846
3036,24.2667
4073,30.619
4482,23.303
50,85.3438
5115,36.6176
98,45.75
4325,56.5294
307,29.7619
1340,45.5938
7611,42.0968
2471,36.8571
724,44.037
59,73.5909
51,36.093
6284,52.2745
1298,42.3548
2843,38.7869
718,68.1905
2214,72.6923
2722,36.6667
2135,41.7407
40,75.4
1739,42.3333
1449,65.4634
1734,65.8077
718,32.1304
399,44.1951
1294,32.3023
4821,34.3043
1548,52.7241
37,50.9643
2876,53.5854
3636,50.5946
81,68.2917
138,57.381
192,65.3673
3280,52.8387
4480,26.5172
2767,51.2593
299,35.6383
129,37.359
4788,36.7907
1980,39.4222
681,47.0741
1694,34.0833
228,48.3733
2246,27.18
3798,39.6667
132,43.5909
2746,33.7
4245,36.9032
302,36.9643
1162,33.9268
144,81.1667
903,29.8919
3589,34.7857
166,46.2308
4485,37.0714
22,55.4419
434,69.4063
1308,48.6667
1275,67.0
61,24.5
2126,48.0
5092,39.3778
2337,48.7273
6452,26.7576
2093,32.8387
2966,23.1667
2164,25.7885
6,81.44
1277,36.3333
1539,65.44
3970,39.3333
4822,30.5417
2388,46.8077
95,51.6207
3086,28.5161
449,94.5938
1546,69.5238
2624,38.8113
2981,45.1282
2527,39.3478
1224,36.8857
151,58.9286
177,51.75
207,66.3077
888,43.0455
898,70.4762
2448,53.3429
265,33.9
228,63.92
363,59.2857
2218,60.9167
249,52.5435
2112,31.1379
59,68.9565
950,34.4783
147,69.4348
232,52.7647
480,43.3125
3515,33.0667
3560,43.3636
63,79.5517
824,23.0606
5628,34.4242
536,36.561
471,67.75
1527,28.6538
3470,39.84
15,63.8696
2594,23.0
6693,26.25
2693,56.9091
1884,41.359
2973,25.7391
2211,58.1364
711,38.0
1427,46.6829
3703,46.6889
736,93.3913
708,49.0833
2754,34.3333
1008,22.8605
2622,32.6296
0,56.4643
172,51.2927
2295,41.5862
2145,38.0606
1739,39.96
3976,41.125
256,27.1754
2775,40.7188
1784,31.8108
2393,27.0455
178,48.9074
3960,64.375
3935,53.4
175,29.6716
5149,52.2857
3051,22.9796
3090,58.8261
3186,35.2353
1319,25.8769
164,75.6304
2213,34.875
232,43.0377
3542,41.7857
533,35.8
564,29.625
282,60.2143
38,91.32
2734,31.069
43,54.7447
2577,44.2045
7,80.025
1885,57.7813
1994,24.3103
2585,70.8621
2611,44.9429
87,74.3571
636,38.0968
11606,26.9048
2460,55.1111
1255,48.7941
7599,31.3846
448,74.4583
2742,36.0
1240,39.2381
2004,23.3056
394,33.7639
2562,44.8718
1314,29.087
793,72.2857
2798,31.5758
3875,30.8333
556,54.0
263,31.0732
617,47.8182
80,84.2727
1991,24.825
3185,36.8571
1368,58.9394
2766,34.8571
258,29.5161
7618,73.1034
397,61.2581
2625,45.5238
168,55.7119
5648,52.2083
1776,45.8333
465,72.1892
99,41.7826
71,57.7143
133,58.8542
113,33.8947
2024,48.4909
2753,33.1316
3516,32.7586
1307,40.0952
6050,84.9828
165,60.0303
2353,56.5
414,53.9143
816,48.5526
1885,47.6176
4137,40.0
26,91.4762
0,79.0645
3654,36.6818
2128,36.3947
3443,25.1042
3624,55.25
3138,39.6552
566,51.3871
7096,40.5
181,51.8182
262,37.7879
328,40.3214
224,57.186
3132,32.075
792,72.5
33,78.7561
3128,53.8065
7501,61.8571
156,71.5926
1147,39.2424
462,40.4
7101,30.0789
462,47.3478
270,69.8947
440,37.1739
2975,31.8039
68,47.3684
1753,54.2273
104,50.9063
2336,68.28
233,81.2174
1346,55.2609
2450,27.5185
5087,40.619
1859,34.1296
2291,72.2727
100,39.9333
797,77.9259
4637,82.2857
3440,36.2083
3394,33.5652
2033,36.4688
119,56.08
1245,45.6889
2206,50.1471
86,43.8966
3294,48.8889
181,49.5185
101,27.1143
378,69.4528
4068,23.2813
46,57.1556
4,71.6944
4719,71.0
2158,44.7442
95,74.4348
180,48.025
1587,39.9167
1093,42.6721
35,81.2273
708,29.44
1349,47.5
2592,40.9615
3390,55.1852
2595,24.8205
3280,38.7083
3439,32.7451
447,51.7407
1047,67.8462
7091,26.75
1502,67.1875
1498,27.75
652,77.9655
170,47.2857
1964,58.3704
4132,66.6429
2694,60.3947
3037,32.0645
13,85.4737
696,34.1667
2979,33.7879
1866,27.56
1445,48.902
315,79.8974
1940,33.0952
2676,36.0789
2045,38.8519
695,55.5484
2336,35.6889
179,45.6316
2215,37.8409
4822,37.0
355,27.2857
2020,57.766
8788,35.3333
72,64.3846
2019,42.6667
2707,54.3256
86,36.5143
6285,29.8276
720,29.75
4586,68.44
3477,56.0435
621,69.3077
1080,29.2857
1751,35.1154
1356,63.7143
6701,29.4167
2357,58.36
1351,42.4167
4322,75.871
1763,63.641
7471,48.16
4921,50.8684
719,28.434
35,53.9355
92,51.1563
1127,40.4583
87,46.5556
1309,23.6563
674,57.4054
30,58.2564
311,49.9032
774,51.0385
7,84.697
197,67.087
3017,23.8571
12,63.6897
4817,91.1739
2992,65.12
2115,37.6667
6,75.64
1279,49.4615
123,67.6078
2713,63.6176
169,29.8333
673,64.96
1447,88.5294
3380,64.85
2771,40.0667
3526,30.7027
2209,69.1034
900,68.8378
11,53.1765
3700,77.7955
1095,67.4035
453,37.4444
1099,28.3913
444,51.1818
7064,32.0
493,87.8286
2227,25.7586
241,55.0909
2391,45.8421
3864,35.4231
1567,34.8333
62,75.0882
1223,41.2553
81,37.8049
2117,42.5909
28,46.7838
709,29.4667
136,22.9667
25,48.6129
449,58.5333
572,45.0645
785,28.2174
4906,57.3438
3020,25.0
2028,33.4167
2097,58.2143
4057,46.6765
441,91.8611
181,30.35
2822,54.871
195,42.5313
2716,41.3333
1554,57.5455
3943,32.9565
62,72.0408
171,52.6279
2461,34.4634
723,44.6957
6938,39.9167
301,37.7778
3042,75.2
155,35.6885
1987,62.36
7119,58.0455
186,51.4615
243,30.0
1971,66.2571
682,40.5517
123,49.7692
2909,43.2381
2244,47.7895
723,37.697
1082,40.0256
74,57.0
41,47.1129
2916,40.0
1483,87.75
1007,31.92
618,46.5946
1545,65.9821
2351,30.102
2350,28.5
117,46.3902
2395,46.45
104,24.3226
2340,52.087
152,89.0526
624,38.6364
2335,33.0233
3118,76.1923
1133,22.2979
3568,34.9038
1424,39.8043
1568,59.7813
1574,41.0435
3944,52.4706
13,60.973
2392,24.4762
775,56.1026
2169,32.5263
1046,54.9063
33,58.6364
1826,60.3913
1385,46.3846
555,42.8125
5623,26.12
2721,60.9211
186,44.3922
240,46.075
442,60.8333
2537,28.7391
81,28.0323
387,87.4194
1448,56.6744
652,47.5313
178,51.9545
237,26.0526
321,29.8788
61,63.2895
834,40.0645
116,79.1481
255,23.549
189,56.5246
1098,32.7273
1781,42.3333
2207,66.5652
4814,36.6296
2032,34.4359
4076,28.7273
3484,92.9143
215,41.7917
7066,47.9091
253,33.3778
1744,60.6296
3461,69.3571
3573,40.6571
1861,25.2195
50,74.5833
2031,31.7234
2466,50.0
6493,25.2857
2112,36.2414
2356,23.5833
802,33.2857
2215,55.3667
445,33.4098
316,53.9545
0,50.3611
3497,40.5778
3501,33.1618
348,70.0714
479,48.2553
1370,54.52
639,37.619
1804,47.6087
410,30.6216
833,29.4872
1310,80.375
5629,44.225
2625,52.92
8,49.9032
5086,40.3778
2293,63.8095
764,43.5926
2632,43.4167
491,46.0976
2761,42.2143
6692,23.3846
4830,53.4231
827,31.1935
3796,91.2727
2054,62.75
1383,46.2167
5383,34.0588
3,84.1714
329,45.5455
2783,46.0
3413,25.0
88,75.3929
106,39.037
3025,67.9655
1427,45.8857
2671,25.3889
3281,36.7
127,45.1364
2764,28.5313
55,56.6667
1798,79.0476
305,35.0455
1981,35.5161
1529,47.087
203,77.2083
227,55.625
2574,33.913
1645,33.122
3432,50.24
993,33.2222
3801,71.5556
3876,28.7619
2603,30.3077
1672,75.963
8590,31.2857
193,46.7105
1299,48.18
183,51.3214
2105,30.3333
1606,92.4167
902,39.0286
6736,21.8043
331,82.25
5130,35.4694
5116,55.4655
2703,45.8846
2022,38.5085
3575,31.5652
492,43.8644
2759,24.2105
886,23.3043
662,59.7273
103,65.75
1597,26.7419
2624,55.0
1994,37.78
622,87.119
674,45.32
2777,68.48
2440,33.697
184,54.4545
546,73.2963
534,86.4286
3447,54.913
1138,39.7188
1831,32.2857
210,87.8929
2672,36.7576
5205,32.6071
1270,45.5435
134,27.4762
22,73.0714
2483,28.7333
1771,93.6
1082,28.6429
2971,73.7391
3932,27.25
356,33.9535
1383,94.75
2539,28.85
415,34.2895
2618,40.6341
5238,51.6071
795,35.0615
2098,30.3846
1257,85.7778
1363,58.6667
6945,53.9048
7127,39.4375
157,47.5417
182,47.8095
328,47.5263
72,58.7037
2985,42.7308
2285,31.2195
2410,32.7708
2704,40.1667
143,56.3824
2813,34.7647
2408,50.0645
278,39.875
221,70.52
187,33.5484
2769,34.913
8141,51.119
1990,28.3607
2704,26.3571
11608,73.7
448,64.7451
2113,35.4035
691,34.9583
3572,45.6071
3529,50.0
2410,43.4423
36,46.5111
35,55.8983
4831,48.5455
11,33.4091
2223,52.6538
190,70.5
1884,48.1765
1065,61.5455
885,29.9355
2148,49.4
4489,39.4333
2467,28.3111
148,77.3125
2699,24.875
2729,60.0909
255,38.0645
2114,45.7273
1006,55.325
1616,94.8438
967,68.0
33,51.6038
1773,42.4286
1243,44.0769
413,41.5429
139,69.8
2368,54.3902
103,45.5323
2697,52.375
166,33.6567
3722,56.9286
5382,65.5641
2031,73.2727
569,43.8
2292,55.0
887,33.5652
191,66.098
3653,31.4074
3187,29.0652
2391,43.4194
1271,52.2727
3799,29.0
5200,24.4884
92,40.0
3445,38.7742
3636,31.963
5088,39.6744
275,29.2564
384,55.4118
91,45.55
394,59.2258
419,82.6774
461,48.6889
1995,41.3256
29,31.7778
2284,38.973
363,55.7143
310,43.9512
2987,79.6667
1361,37.6957
83,49.5909
3564,24.7826
12,68.3143
192,65.4483
1760,35.2128
820,51.48
573,53.5758
93,48.8684
11,68.3043
395,38.087
3647,30.5455
2933,21.7619
1275,41.8372
1316,50.8095
3931,36.3243
953,30.8095
715,64.1765
2586,57.3077
976,32.4839
1045,38.1563
473,65.8286
391,60.8571
3400,32.6571
1409,58.6164
5620,33.381
2035,23.1111
305,37.9697
456,33.7647
7,53.6429
86,22.3548
1025,65.6522
3963,30.7297
1222,32.6071
2632,37.64
2022,50.2128
3393,46.4762
92,37.661
2629,56.5
3766,33.7917
284,74.2857
1980,35.5818
2091,81.1316
109,66.6552
1978,53.9184
161,58.6585
3292,42.5455
3689,29.5897
3013,23.7941
3468,38.8889
650,75.2667
2107,59.7931
491,71.3846
75,78.04
1135,33.0
1241,70.25
32,82.8936
3650,44.0
5102,46.5
1857,36.3636
2051,31.717
99,57.625
4899,40.7436
524,48.16
62,36.5714
1162,55.9556
3595,47.1081
1780,58.0741
268,73.7297
2763,33.0909
78,57.25
3357,42.0526
946,31.2258
115,88.8214
1029,79.1833
31,49.2586
61,87.2821
1465,57.4118
8145,50.9231
7065,39.5758
135,55.8
122,85.4348
3134,35.1321
837,24.1622
370,46.7333
560,46.1111
52,30.1282
7120,56.6486
1865,44.56
2396,42.9355
187,25.5357
3523,40.1818
6858,51.8049
52,38.6538
2354,59.5833
60,47.9302
7623,63.8214
2820,28.6667
4817,49.3125
2435,40.96
2641,90.3077
5649,29.9367
2593,53.25
4,81.3182
1571,60.15
213,94.0952
1803,33.24
187,43.1316
646,55.36
2866,43.6667
2292,45.5217
2411,36.8095
0,36.7917
2055,82.4118
392,55.8261
173,48.6154
1430,67.087
2160,43.6923
2612,49.1667
100,67.2
47,61.7742
147,59.8235
858,62.28
3936,40.7059
64,47.3871
1443,46.8824
933,28.3103
15,79.8636
32,25.8889
1083,28.1765
12,90.9667
1540,41.0
637,91.3514
47,35.5385
2524,38.3125
2444,73.6889
71,43.4643
3597,34.4146
2980,34.4655
110,48.0417
1426,39.4516
65,53.6667
2708,43.6786
5242,39.1071
1997,52.1143
77,55.0526
185,35.8475
5125,33.4688
3755,44.4762
2965,24.0698
304,40.141
2030,62.5769
2050,25.2391
51,42.76
651,27.0952
3214,33.5484
304,60.4242
3728,43.8276
3433,42.6154
5085,38.6364
460,53.56
1080,28.6786
887,47.725
2701,63.36
2620,34.4286
106,64.0714
1278,76.6757
853,59.8636
17,60.9565
83,55.6667
213,75.5676
255,58.907
83,29.8438
106,71.7407
589,72.2308
720,52.7778
2130,69.5652
303,32.2
1246,41.3714
192,71.3929
1735,60.5556
154,58.4792
83,31.3913
5095,28.3387
7134,54.4643
2548,32.069
2104,32.7407
122,62.0
86,32.8049
1570,58.5556
877,27.1111
47,41.7037
2021,36.7391
2555,44.2727
416,26.5556
883,61.64
2782,23.0385
147,68.8462
1989,32.5714
84,34.4737
1256,57.2308
84,39.3929
677,57.4
3482,67.1071
899,28.8571
59,63.52
146,67.5806
1285,46.5667
195,60.6111
203,69.5152
485,51.5116
1363,38.7143
2781,35.7727
1129,40.2143
1494,77.8571
1427,49.08
1244,25.0204
2582,26.6667
120,67.1935
4909,55.8846
177,90.6429
2609,40.1935
1464,60.5769
2143,33.7949
5637,80.625
2631,36.6429
3594,26.7206
3723,49.5556
7607,72.6786
1343,25.2571
55,87.0
541,38.087
985,43.0606
4641,33.9737
649,29.0556
136,25.5349
3720,37.8182
146,81.6786
993,24.3667
1167,52.3043
2525,28.1923
1721,28.56
776,36.1731
61,76.0476
270,94.1667
1161,60.7727
4827,53.5965
33,40.9667
2053,46.0
1580,35.3226
302,50.6571
1232,65.1
70,35.9286
86,28.6792
521,42.5758
4632,64.6176
2344,42.4583
1605,37.5
60,72.1463
32,37.0417
975,41.0417
806,36.4194
179,47.8696
2100,27.9038
2214,32.4375
988,52.0476
974,29.0678
45,54.0
2615,79.1818
193,71.5714
1093,54.5217
184,67.8929
27,75.6905
2136,38.9394
23,56.0606
3930,25.2955
3621,52.6667
1744,45.0286
2,95.7805
2293,34.8148
1778,40.6939
1350,38.3846
2985,44.4444
3933,52.3265
1200,37.963
7602,49.6364
1964,34.66
12,62.08
1306,25.7917
1722,27.3182
623,34.75
6741,29.3208
476,40.3667
3266,28.9811
1985,33.8919
1789,22.129
4812,45.2093
1107,44.3226
458,30.1304
647,43.4
429,23.7619
705,27.56
5095,24.8133
4135,46.0
455,66.6
131,23.125
180,46.3611
67,48.0
453,42.1515
139,82.0645
199,67.4242
762,53.75
1014,37.5968
2219,24.4138
170,26.7917
2812,50.4242
118,52.3429
3096,47.4375
721,38.1667
4060,43.8929
191,59.6667
31,33.1034
4313,46.2
1204,45.2368
2431,50.6571
2502,37.2857
1780,92.5455
1045,60.5806
2408,48.8696
1693,51.9545
1023,80.08
826,52.1026
2332,41.4
2935,58.0455
2173,37.1351
927,23.4375
197,86.25
587,71.6774
94,40.0625
2385,52.1935
20,60.75
3344,34.2353
564,55.125
4062,29.4783
722,54.3333
3211,53.5143
1462,23.2692
1053,31.5652
3971,24.075
2673,31.2632
26,92.9302
1489,41.0
4332,66.84
419,28.5172
5621,33.4
208,25.623
2259,38.0714
47,57.125
143,45.0
313,86.3846
3663,64.3529
1612,45.4902
3925,53.9608
4640,60.7143
28,69.0
765,45.9444
3539,41.1923
2298,53.5429
1938,44.3269
12,57.1429
2504,38.8846
3877,25.619
1807,50.4667
2293,92.8214
4121,91.881
1429,55.5333
32,49.0192
2716,43.6364
3935,48.9355
2163,30.4615
63,43.7778
2102,55.6444
1576,27.1282
3519,33.44
116,37.4545
584,42.6296
2139,65.3182
2297,27.7321
2759,60.1154
3973,49.7353
3595,48.2308
1513,56.1212
1466,41.6087
1407,59.3171
3719,53.6579
349,60.0847
1773,52.2941
2023,48.2381
158,71.2917
2500,54.3167
907,60.36
3651,33.0
3593,23.4407
1352,35.5263
2211,52.0
1256,47.069
562,26.2143
1021,33.4545
483,45.8261
114,52.2381
7062,49.0
561,41.5
1322,39.5
1241,26.5161
270,74.2353
3438,27.0
1969,42.5833
2339,46.0882
175,62.2963
152,46.6286
2289,63.9167
6943,29.3514
404,25.1852
1591,40.6923
718,36.5
2876,42.125
916,71.9615
2686,28.5455
4490,53.3929
95,82.3333
89,26.459
1163,53.4902
255,42.375
926,68.0682
2484,56.4762
327,45.3125
222,54.75
8,25.0
386,74.0435
5123,63.2727
2346,36.807
19,47.88
69,42.5556
100,50.1379
116,65.8571
1521,82.9524
268,43.8333
1166,45.3846
2702,86.4091
56,91.6897
3879,34.16
2257,85.4878
4824,40.2414
5634,25.3939
2082,43.4222
5274,62.4815
1772,54.5455
5096,43.5476
645,33.98
318,52.6863
164,63.2857
30,87.3913
1019,61.439
308,25.5854
1246,48.5517
2757,26.64
2984,67.6
5126,31.0286
4,45.5
8591,54.6129
34,65.8056
3092,27.9375
962,24.0
2052,36.806
2543,29.0968
1819,70.6111
3277,53.0435
576,35.6087
706,44.3913
613,60.8919
530,48.8
5253,67.4545
45,24.2766
2910,61.4286
126,54.0435
5833,29.2759
2163,72.6774
142,37.6986
272,59.8636
2083,45.0263
3943,78.6486
5396,28.4681
1264,27.0508
532,37.68
4846,62.881
284,59.1905
1737,42.2553
6740,31.2381
992,32.6226
63,65.7813
5093,45.0435
2261,27.0
658,32.0
4808,44.5714
85,29.7206
16,69.92
167,77.4828
3596,52.9545
655,66.5769
4332,44.5116
1615,65.1
141,47.4242
2255,23.3333
6611,47.825
2120,38.5
109,68.6667
68,56.0222
1589,93.1724
216,29.6667
213,68.0476
927,36.7547
1240,69.3667
737,29.1026
1134,81.6957
5240,32.1087
2623,53.6364
355,42.1364
407,24.78
3,80.7143
218,89.1
185,28.8261
779,32.0
3929,47.4118
659,33.069
1972,56.4286
4830,36.0
3192,40.3455
825,43.4091
172,52.5238
723,27.2903
3099,43.7368
633,34.5641
3620,36.64
2869,75.6667
625,61.1154
2194,32.25
2601,26.6441
1779,36.1522
314,46.125
86,57.7209
1303,78.0
2345,33.4324
1044,88.6129
3101,30.9783
2174,67.8095
2627,61.8333
1357,26.5333
1750,40.6279
1837,50.7805
195,41.96
1254,27.5385
8146,38.4167
1792,44.84
459,91.3
117,64.8929
3470,45.6364
3933,27.9722
928,30.3415
544,47.3846
7063,41.5469
383,49.5833
1100,31.3125
141,70.7742
53,59.9512
64,52.4074
2509,54.907
3618,52.1429
3653,49.4545
1835,39.6667
2140,52.5909
2034,69.1304
551,39.0417
7097,34.1905
1453,37.8846
110,35.4151
816,56.56
364,37.5714
2294,35.7
889,29.4074
2780,30.5686
309,30.9643
2773,41.4746
2212,46.0811
3567,28.7407
55,76.875
2,76.5313
2961,39.4286
130,66.8276
656,29.8857
136,28.6102
6456,46.88
2655,56.2903
1873,33.0435
3026,41.3617
196,44.6129
1635,47.6071
267,60.8696
298,42.5
67,61.3548
15,50.5517
1229,38.5
133,52.5517
331,30.1111
48,30.1087
207,44.4
627,57.6207
7601,34.8261
4312,32.0
1775,54.7073
515,80.1304
1159,33.5455
